Unnamed: 0,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,num_followers,search_keywords,search_neighbourhood,sentiment,score,cluster
6374,"Check out this home! This outstanding bungalow is located on a mature street close to Victoria and Parkwood hospitals, downtown, and the shopping and services of White Oaks and the Wellington corridor. Bright and updated to feel .. https://t.co/DKuL7wR6Nn https://t.co/wxDte7Zuek",2023-02-16 03:32:14.144125,1625914465639079936,2023-02-15 17:46:31+00:00,0.0,0.0,0.0,0.0,,,thinkhomecare,3405,Victoria (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,Victoria,positive,0.396851271390915,7
6375,"@PHfloor @BenRabidoux Index benchmark value for a single family home in the Victoria Core in January 2022 was $1,296,600 https://t.co/6460DJDBeT",2023-02-16 03:32:14.144142,1625908837789351938,2023-02-15 17:24:09+00:00,1.0,0.0,0.0,0.0,,,abt_live,778,Victoria (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,Victoria,positive,0.379802048206329,10
6378,"In honor of Black History Month, The Alliance is working to highlight our agencies and leaders of color. See what Francineglide Victoria, CEO &amp; owner of Rivers of Hope has to say about why she chose home care! #BHM #homecare https://t.co/5FwlGRuaJ1",2023-02-16 03:32:14.144164,1625899062091255811,2023-02-15 16:45:18+00:00,0.0,0.0,1.0,0.0,,,dimartino109,6,Victoria (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,Victoria,negative,0.389710396528244,9
6386,"@AlisonJR20 @suzialexis @deves_katherine Check out the park toilets in Victoria Park or Mandurah foreshore. Or any of the new developments. Or of you do a drive by Perth Children’s Hospital, you might enjoy the flags. And WA is the home of the Girl Guides who kicked out their CEO for suggesting girls only. And Basil.",2023-02-16 03:32:14.144227,1625855459642183684,2023-02-15 13:52:03+00:00,1.0,0.0,0.0,0.0,,,Moyo_CCC,1004,Victoria (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,Victoria,positive,0.378224343061447,9
6389,"Extending out-of-home care in the state of Victoria, Australia : the policy context and outcomes  https://t.co/hvGirFCK9d #OpenAccess",2023-02-16 03:32:14.144247,1625844928604516353,2023-02-15 13:10:12+00:00,0.0,0.0,0.0,0.0,,,hayspost,3965,Victoria (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,Victoria,positive,0.392817854881287,14
6390,@ChrisMinnsMP It's funny how they run out of textas in Victoria around election time and didn't want to mention the mounting deaths at labor's hands with people dying at home waiting for an ambulance and some not even able to get someone to answer 000. #LaborGrubs,2023-02-16 03:32:14.144254,1625840082837184512,2023-02-15 12:50:57+00:00,0.0,0.0,0.0,0.0,,,Londoner0687,0,Victoria (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,Victoria,neutral,0.406201243400574,6
6394,"Work to bring life back into former Victoria rest home continues, fundraising underway: St. John’s Place gifted to Victoria Community Coalition, 501(c)3 granted

By JAMES BELL
Hays Post

VICTORIA — As efforts to find a… https://t.co/jAdCGWIHHC #hayskansas #news #kansasnews",2023-02-16 03:32:14.228403,1625828926370234368,2023-02-15 12:06:37+00:00,0.0,0.0,0.0,0.0,,,homeshots,4091,Victoria (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,Victoria,positive,0.399252027273178,9
6397,"Liquor retailing turnover in Australia never really came back down from its first COVID related drinking-from- home boost in early 2020. It has been trending upward again for most of 2022, particularly in NSW and Victoria. Less so in sunny Western Austral…https://t.co/gmolPkw0pw",2023-02-16 03:32:14.228425,1625811300315189248,2023-02-15 10:56:34+00:00,0.0,0.0,0.0,0.0,,,deadlyjackflash,2078,Victoria (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,Victoria,positive,0.38080632686615,2
6398,"The Victoria University is home to the highly rated Humanities, Social Sciences, and Law faculties, which rank among the best in the world in their respective fields.
#australia #australiauniversity #studyinaustralia #studyabroad2023 #victoriauniversity #internationeducation https://t.co/X2Cw0KLLBa",2023-02-16 03:32:14.228431,1625810323063332864,2023-02-15 10:52:41+00:00,0.0,0.0,0.0,0.0,,,miaalberti,146,Victoria (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,Victoria,positive,0.436867028474808,9
6399,"We are not closing our doors, but we need a new home. Thank you @theage for highlighting our plight! https://t.co/8jdRJF88MT",2023-02-16 03:32:14.228438,1625805914895704065,2023-02-15 10:35:10+00:00,0.0,0.0,1.0,1.0,,,bopeep99999,77,Victoria (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,Victoria,positive,0.363243401050568,4
6403,"Thomastown, Victoria: Starts on 9 Mar 2023, duration 11 days.
 Clean floorboards, 3 bedroom house with a big backyard. Quite cul-de-sac with great neighbors.
 Evaporating cooling throughout and a gas heater in the lounge.
 One room set up as home office.… https://t.co/TY5NbDfVFF",2023-02-16 03:32:14.228474,1625762722146320384,2023-02-15 07:43:32+00:00,0.0,0.0,0.0,0.0,,,arsphidius,3709,Victoria (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,Victoria,positive,0.407155603170395,7
6405,"@Taxi_Victoria What a joke. Arrived @Melair went to rank, closer than Uber. No-one waiting. 2 taxis arrive, attendant just stands there blowing his whistle at them, won't let me get in. Apparently they didn't q properly. FFS I just want to get home. No wonder Uber's destroyed you",2023-02-16 03:32:14.228488,1625756167254462465,2023-02-15 07:17:30+00:00,0.0,0.0,0.0,0.0,,,ChrisTh29756371,0,Victoria (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,Victoria,neutral,0.424104273319244,6
6416,@csiscanada Toxic program VPD FBI GCHQ RCMP NSA CSIS Canada 🇨🇦 TAX 2 Toxic program HOME CAR Military workplace the Victoria Police dump toxins and clothing 🙄 😳 😀 👍 😑😳 😀 globalization 👍 👏one world government all the law are Integrated.TooManyLies 51 kill List https://t.co/6H93TNQOkt,2023-02-16 03:32:14.228562,1625692426324295682,2023-02-15 03:04:12+00:00,0.0,0.0,0.0,0.0,,,StPaulJournal,941,Victoria (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,Victoria,neutral,0.386865884065628,11
6425,"Gr 11 &amp; 12 - JIBC Emergency Responder Training at Q.E. Secondary
Volunteer Opportunities
University of Victoria Deadlines
Gr. 11 Student Checklist for February
Visit @panoridgecareers on Instagram.",2023-02-16 03:32:17.226807,1626017562948698113,2023-02-16 00:36:11+00:00,0.0,0.0,0.0,0.0,,,EcolePanorama,1096,Victoria (central saanich police service OR sooke homelessness coalition OR burnside gorge community association OR rentsmart OR victoria real estate board OR islandcommha OR university of victoria OR person experiencing homelessness OR victoria women's transition house OR point in time OR affordable housing OR low-income) lang:en -is:retweet,Victoria,positive,0.363956034183502,9
6426,"@yourLIV @VictorianBar Once Victoria police purged old school street coppers and hired diversity university activists for their loyalty to Premier Dan instead of law enforcement ability, this had to happen. Easier to get 'professional informers' to entrap into convictions than do standard police work.",2023-02-16 03:32:17.226814,1626013365746425858,2023-02-16 00:19:30+00:00,0.0,0.0,0.0,0.0,,,BlueskyandRyeg1,705,Victoria (central saanich police service OR sooke homelessness coalition OR burnside gorge community association OR rentsmart OR victoria real estate board OR islandcommha OR university of victoria OR person experiencing homelessness OR victoria women's transition house OR point in time OR affordable housing OR low-income) lang:en -is:retweet,Victoria,neutral,0.42679625749588,11
6433,"Point in Time count to take ‘snapshot’ of homelessness in Greater Victoria
https://t.co/A0AOdwb0m5",2023-02-16 03:32:17.226866,1625933081537282063,2023-02-15 19:00:29+00:00,0.0,0.0,0.0,0.0,,,JaunNews,969,Victoria (central saanich police service OR sooke homelessness coalition OR burnside gorge community association OR rentsmart OR victoria real estate board OR islandcommha OR university of victoria OR person experiencing homelessness OR victoria women's transition house OR point in time OR affordable housing OR low-income) lang:en -is:retweet,Victoria,positive,0.372109323740005,1
6440,"Breather for parents, students as Victoria University announces free registration and admissions of new entrants via @pmldailynews https://t.co/hu8g51ZcXx",2023-02-16 03:32:17.226936,1625841610150801410,2023-02-15 12:57:01+00:00,0.0,0.0,0.0,0.0,"Kampala, Uganda",000c69ad123213a8,pmldailynews,2764,Victoria (central saanich police service OR sooke homelessness coalition OR burnside gorge community association OR rentsmart OR victoria real estate board OR islandcommha OR university of victoria OR person experiencing homelessness OR victoria women's transition house OR point in time OR affordable housing OR low-income) lang:en -is:retweet,Victoria,positive,0.389703512191773,9
6448,"Breather for parents, students as Victoria University announces free registration and admissions of new entrants https://t.co/reGaCZv32d",2023-02-16 03:32:17.307760,1625767724931579904,2023-02-15 08:03:25+00:00,0.0,0.0,0.0,0.0,,,ugnews24,1179,Victoria (central saanich police service OR sooke homelessness coalition OR burnside gorge community association OR rentsmart OR victoria real estate board OR islandcommha OR university of victoria OR person experiencing homelessness OR victoria women's transition house OR point in time OR affordable housing OR low-income) lang:en -is:retweet,Victoria,positive,0.393044978380203,9
6451,"If Victoria University of Wellington is so concerned about enrolment numbers, they should consider modernising their approach to education.  Not all students are 17-22 years old and attend full time.  Their current model makes uni education inaccessible to many.
#VUW 
#University",2023-02-16 03:32:17.307789,1625690856610213888,2023-02-15 02:57:58+00:00,0.0,0.0,0.0,0.0,,,AltMumofzephyr,105,Victoria (central saanich police service OR sooke homelessness coalition OR burnside gorge community association OR rentsmart OR victoria real estate board OR islandcommha OR university of victoria OR person experiencing homelessness OR victoria women's transition house OR point in time OR affordable housing OR low-income) lang:en -is:retweet,Victoria,neutral,0.392156600952148,9
6452,"For the first time since the start of the pandemic, Vancouver Island outreach groups are trying to get a clear picture of what homelessness looks like across the Capital Region.

https://t.co/6zr9QpzTVW",2023-02-16 03:32:17.307803,1625670760919449600,2023-02-15 01:38:07+00:00,2.0,0.0,0.0,0.0,,,vaninaswchindt,9530,Victoria (central saanich police service OR sooke homelessness coalition OR burnside gorge community association OR rentsmart OR victoria real estate board OR islandcommha OR university of victoria OR person experiencing homelessness OR victoria women's transition house OR point in time OR affordable housing OR low-income) lang:en -is:retweet,Victoria,neutral,0.366491705179214,1
6458,"notably missing in the list of the reasons for Vic's financial woes: not being called the University of Wellington

https://t.co/54sRURy80U",2023-02-16 03:32:17.388290,1625582257783324673,2023-02-14 19:46:26+00:00,0.0,0.0,5.0,0.0,,,ThePIENews,22070,Victoria (central saanich police service OR sooke homelessness coalition OR burnside gorge community association OR rentsmart OR victoria real estate board OR islandcommha OR university of victoria OR person experiencing homelessness OR victoria women's transition house OR point in time OR affordable housing OR low-income) lang:en -is:retweet,Victoria,neutral,0.371790319681168,6
6475,"@TruthdriverOn Indeed, 200 alone just at the closing of a papermill in Victoria. High Court upheld Vic Labor law that prohibits further native forest logging - hence limited supply papermills. Of course, inner-city Labor/Greens supporters wouldn't care much about this, but rising costs matter.",2023-02-16 03:32:20.396177,1626055688656162817,2023-02-16 03:07:41+00:00,0.0,0.0,2.0,0.0,,,EmancipatoryC,312,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,neutral,0.381835252046585,2
6477,"Victoria's 183 acres of waterfront park is apparently not enough for Mr. Berry. Or maybe he just wants a city as hamstrung by its own mismanagement as Portland. I mean just wait a bit - we're well on our way. https://t.co/cSqRYJuhtn In Portland for a bit, racking my brain thinking where we could have a treed park on the water like this in Victoria 👀👀 https://t.co/N0Q9ZXAVaQ",2023-02-16 03:32:20.479660,1626043145430650880,2023-02-16 02:17:50+00:00,0.0,0.0,0.0,0.0,,,runlittlefox,56,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,neutral,0.374352991580963,2
6481,"No!!! 🤬 20-minute neighbourhoods
Learn about the slow death of creative, independent and critical thinking, with #Victoria's ""inclusive, vibrant and healthy"" 20 minute neighbourhoods.  https://t.co/wQJuFgijBG",2023-02-16 03:32:20.479712,1626012647392153600,2023-02-16 00:16:39+00:00,0.0,0.0,1.0,0.0,,,Lisa_Trump3,1859,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,neutral,0.360131472349167,2
6484,"@CHEK_News Unfortunately, more security would defer. City of Victoria should be offering a security blitz for businesses then look at the stats.",2023-02-16 03:32:20.479735,1626001371399958529,2023-02-15 23:31:51+00:00,0.0,0.0,0.0,0.0,,,pnwpyro,187,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,neutral,0.393480509519577,2
6489,"Strong LNP states versus a strong Labor state, be it a city. TAS and QLD - the majority of their population lives outside the capital cities. Victoria? 75% lives in Melbourne. 

Note the Millennial bulge in Melbourne. There is only one other place in Aus that gets close to Melb. https://t.co/CtZagKLpDE",2023-02-16 03:32:20.479783,1625966264693948416,2023-02-15 21:12:21+00:00,3.0,0.0,35.0,5.0,,,KosSamaras,14057,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,positive,0.382201254367828,2
6494,"NSW Minister for Cities, Rob Stokes, already called it back in Dec ‘2022…Central Social District. RIP CBD, long-live the CSD. | Melbourne CBD office occupancy: Purpose of city centre is changing https://t.co/qGThISdy7T",2023-02-16 03:32:20.479820,1625953237382864896,2023-02-15 20:20:35+00:00,1.0,0.0,0.0,0.0,,,arch_lintel,1563,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,positive,0.373699277639389,2
6496,@Adam_Stirling @timescolonist Alto doesn’t live in Victoria. She wants to determine the property taxes we Victorians pay. She wants to determine public safety issues in our city where she does not reside. She wants to build a political career ignoring the voices of our city. Move along Alto.,2023-02-16 03:32:20.479838,1625940995312390152,2023-02-15 19:31:56+00:00,0.0,0.0,2.0,0.0,,,DaleClarkson3,1,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,neutral,0.422681719064713,6
6498,"@christineeboyle 😂 Aren’t there more important things to do, Vancouver Council? Have you improved life for your employers? City of Victoria sure hasn’t.",2023-02-16 03:32:20.479860,1625935671864205312,2023-02-15 19:10:47+00:00,0.0,0.0,0.0,0.0,,,Covid_Stinks,406,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,neutral,0.401383012533188,2
6499,"It's 10am, and the City of Victoria's walk-in clinics are all at capacity.

Eby's '100 days' continues to disappoint. #bcpoli",2023-02-16 03:32:20.479866,1625923859982729216,2023-02-15 18:23:51+00:00,3.0,0.0,23.0,6.0,,,rmttn,736,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,neutral,0.410203844308853,14
6505,"@mattdellok @heyaitszoe I'd like @mattdellok to explain the 15 minute city AS APPLIED to Victoria's unique situation.  We don't have transit/light rail, and have a disjointed grid of streets.  We also have a higher than average older population (mobility issues) demographic.  How will this affect them?",2023-02-16 03:32:20.565875,1625899699986391042,2023-02-15 16:47:50+00:00,0.0,0.0,1.0,0.0,,,IslandFamily5,143,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,neutral,0.407834053039551,2
6506,@CityOfVictoria #vacationrentals why do you allow so many vr in the city when there is a housing #cirsis one building in Victoria has so many that I know of and people come for weekend. Can’t they use a hotel? There are so many apartment type hotels available @Dave_Eby #rentals,2023-02-16 03:32:20.638137,1625889208924786688,2023-02-15 16:06:09+00:00,0.0,1.0,0.0,0.0,"Sidney, British Columbia",366d0c6807f583a3,tgtp1980,7,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,neutral,0.403588026762009,2
6507,"Don't forget that @bbbsvictoria is the Bottle Depot Charity of the Month! 

Bring your donations to any of the three Bottle Depot locations in Victoria and help support children &amp; youth in our city! 🫶

More info 👉 https://t.co/QLqA2Von4g https://t.co/0gSZ9P8jr4",2023-02-16 03:32:20.638147,1625888366402084866,2023-02-15 16:02:48+00:00,0.0,0.0,2.0,1.0,,,CTVCommunityVI,9452,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,positive,0.366794914007187,9
6508,@vicpdcanada Shut down all harm reduction drug dens which took my sons life and all homeless drug shelters would be a start and make possession of drugs illegal would make the city of Victoria great again instead of the shithole it has become!,2023-02-16 03:32:20.638156,1625887990735343617,2023-02-15 16:01:19+00:00,2.0,0.0,1.0,0.0,,,TimMacKenzie14,2,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,neutral,0.390483766794205,2
6515,@mattdellok I moved to victoria because it was an small city.  Can we please not turn it in to a towered copy of every other city on the continent?,2023-02-16 03:32:20.638215,1625768599108603905,2023-02-15 08:06:54+00:00,0.0,0.0,1.0,0.0,,,wuz1vic,47,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,neutral,0.407108813524246,2
6520,"Allegations of 'soft corruption' in City of Greater Geelong's recruitment process sparks call for inquiry - ABC News.
A big story for the people and ratepayers of Victoria’s second city by ⁦@Hwtippet⁩  https://t.co/EPqrp9ifjm",2023-02-16 03:32:20.638264,1625652655950532610,2023-02-15 00:26:11+00:00,0.0,0.0,1.0,0.0,,,democracydemon2,170,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,neutral,0.388760536909103,6
6523,@infernoliath @timescolonist Add to that the same plans that have been submitted to the City of Victoria for Mayfair. The traffic is going to be a nightmare.,2023-02-16 03:32:20.638291,1625595734518288384,2023-02-14 20:39:59+00:00,0.0,0.0,0.0,0.0,,,topaccolade,1405,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,neutral,0.403005361557007,2
6524,@mattdellok The City of Victoria is a 15 minute city. No need to make it a congestion disaster by removing accessibility with false claims of climate action.,2023-02-16 03:32:20.638297,1625588261367209993,2023-02-14 20:10:18+00:00,0.0,0.0,10.0,0.0,,,ilovetheeconomy,1726,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,neutral,0.397285610437393,2
6527,@DaveThompsonVIC The City budget proposed by Staff should face a referendum with Victoria property tax payers voting. Only those City Councillors who pay City of Victoria property taxes should be allowed to vote on the budget.,2023-02-16 03:32:20.638325,1625541708921421830,2023-02-14 17:05:19+00:00,0.0,0.0,0.0,0.0,,,BCERLegacy,139,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,neutral,0.403537750244141,2
6528,"JBS has announced an investment of $20 million (€18.7 million) in upgrading the facilities of its industrial unit located in the city of Cobram, in the state of Victoria.

https://t.co/XzOZIuzG7l #JBS #FoodBiz #FoodProduction",2023-02-16 03:32:20.638332,1625540689462235136,2023-02-14 17:01:16+00:00,0.0,0.0,0.0,0.0,,,Carter_0712,1799,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,positive,0.395691841840744,2
6530,@cris_chu_ @WillfulAlpaca I would like you (and I) to have the chance to live in such buildings closer to town and along Transit-served arterials.  We need commercial land to be kept for commercial purposes and not built over because the City of Victoria politicians will not rezone lands for real density.,2023-02-16 03:32:20.638346,1625527549022568448,2023-02-14 16:09:03+00:00,0.0,0.0,0.0,0.0,,,CityofNewarkNJ,31202,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,positive,0.367967247962952,0
6540,@EastVanBuilder Is this the same in every municipality across Lower Mainland and Victoria?? Or just more so City of Vancouver? Are some municipalities more developer friendly?,2023-02-16 03:32:20.703749,1625419450391601152,2023-02-14 08:59:30+00:00,1.0,0.0,0.0,0.0,,,UpnextBrisbane,7,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,neutral,0.36536169052124,2
6542,"In the news today: Melbourne
Capital city of Victoria, Australia

Community anger after council's decision to ruin garden

Melbourne woman was allegedly murdered by her boyfriend and left in bath for eight months

 #Melbourne",2023-02-16 03:32:20.703763,1625381834564435969,2023-02-14 06:30:02+00:00,0.0,0.0,0.0,0.0,,,byoliviajenkins,2054,Victoria (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,Victoria,neutral,0.384519159793854,3
6546,"190 k transmission line with 85metre towers to connect renewables is to be the first of 30 lines in Victoria. Expensive environmental vandalism. Small thorium molten salt reactors are safe, small earth footprint, use existing transmission and supply 24 hour base load electricity. https://t.co/QhsSP4MmKO",2023-02-16 03:32:23.692643,1626035554801569793,2023-02-16 01:47:41+00:00,0.0,0.0,0.0,0.0,,,liz_penfold,20,Victoria (community social planning council OR tenant action group victoria OR corporation of the township of esquimalt OR salvation army victoria arc OR win OR literacy victoria OR victoria aids resource community services OR temporary housing OR couch surfing OR safe supply OR evict OR overdose) lang:en -is:retweet,Victoria,neutral,0.377383410930634,2
6576,@ChrisMinnsMP Well you mustn’t get out much. This has been happening for over a year. If you win the election this will all cease because the union hacks will have a communist labor government and they will be no better off. The same is happening in Victoria and QLD but the unions say nothing,2023-02-16 03:32:23.772008,1625797834116300802,2023-02-15 10:03:04+00:00,0.0,0.0,5.0,0.0,,,joe__moeder,1458,Victoria (community social planning council OR tenant action group victoria OR corporation of the township of esquimalt OR salvation army victoria arc OR win OR literacy victoria OR victoria aids resource community services OR temporary housing OR couch surfing OR safe supply OR evict OR overdose) lang:en -is:retweet,Victoria,neutral,0.41655433177948,6
6603,"Hope the couple win this! Just imagine how states will rip people off and then waste the money!

High Court to hear challenge against Victoria's electric vehicle tax, determine if levy is unconstitutional - ABC News https://t.co/INYhnm2aGF",2023-02-16 03:32:23.871922,1625584846918782976,2023-02-14 19:56:44+00:00,0.0,0.0,0.0,0.0,,,OutSpokenLDN,6198,Victoria (community social planning council OR tenant action group victoria OR corporation of the township of esquimalt OR salvation army victoria arc OR win OR literacy victoria OR victoria aids resource community services OR temporary housing OR couch surfing OR safe supply OR evict OR overdose) lang:en -is:retweet,Victoria,positive,0.363896012306213,6
6622,"@burek75 What a weird thing to suggest, considering UVics endowment is about $350,000,000 with significant real estate holdings all over Victoria, but yeah, too poor to do anything 🥲",2023-02-16 03:32:26.902267,1626008957449019392,2023-02-16 00:01:59+00:00,0.0,0.0,2.0,0.0,,,Paulaviator58,59,Victoria (cool aid society OR the backpack project  victoria bc OR downtown victoria business association OR soap for hope victoria OR westshore chamber of commerce OR mental health society of greater victoria OR victoria brain injury society OR tiny town OR low income OR service provider OR poor OR social problem) lang:en -is:retweet,Victoria,neutral,0.395592838525772,10
6638,"@Barbara77343552 @hicksyalex @MailOnline Strange, quite often run down, poor areas usually continue voting for same party but not aware of Victoria in Australia.   Make one think, if Andrews gets voted back on maybe Trudeau will get in, yet again.",2023-02-16 03:32:27.063132,1625576596965818368,2023-02-14 19:23:57+00:00,0.0,0.0,0.0,0.0,,,JoeBidensNurse,395,Victoria (cool aid society OR the backpack project  victoria bc OR downtown victoria business association OR soap for hope victoria OR westshore chamber of commerce OR mental health society of greater victoria OR victoria brain injury society OR tiny town OR low income OR service provider OR poor OR social problem) lang:en -is:retweet,Victoria,neutral,0.389999359846115,6
